,created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url,clean_text,label,score,label_bert,score_bert
10,Sat Oct 28 18:21:29 +0000 2023,1718332171134595364,@Trending_Issue 1 lagi yg perlu dilihat bahwa pak anies walaupun dikatain tetap santuy emosi tidak tinggi dan kayaknya menang ataupun gak menang di pilpres nanti beliau tetap jadi pemimpin di hati org/rakyat yg pengen ada perubahan.,0,0,0,0,in,2262930530,1717730660394365356,hendystra,https://twitter.com/hendystra/status/1718332171134595364,trending issue 1 yg lihat anies dikatain santuy emosi kayak menang gak menang pilpres beliau pimpin hati org rakyat yg ken ubah,neutral,0.6797417998313904,negative,0.9891613125801086
11,Sat Oct 28 17:40:33 +0000 2023,1718321872268587516,AMIN PKB ANIES BASWEDAN MUHAIMIN ISKANDAR BELLIGHAM #AMINAjaDulu #AMINTegakLurusRakyat #AMINMakinYakin2024 https://t.co/G9prAPB1pn,0,0,0,0,in,1099311976075776000,1718321872268587516,posttruth__,https://twitter.com/posttruth__/status/1718321872268587516,amin pkb anies baswedan muhaimin iskandar belligham aminajadulu amintegaklurusrakyat aminmakinyakin2024,neutral,0.9996888637542725,neutral,0.9786293506622314
12,Sat Oct 28 16:36:10 +0000 2023,1718305668934103221,"Presenter Ramzi Tegas Pilih Anies, Ini Alasannya  https://t.co/KD4C1aL7PU  #indoposco #AniesBaswedan #capres #pilpres #ramzi",0,1,0,1,in,1349713962472861696,1718305668934103221,indoposco,https://twitter.com/indoposco/status/1718305668934103221,presenter ramzi pilih anies alas indoposco aniesbaswedan capres pilpres ramzi,neutral,0.9996976852416992,neutral,0.9972277283668518
13,Sat Oct 28 15:57:50 +0000 2023,1718296022928220385,"@henrysubiakto @AsliLanang2 Intinya adalah: nanti di pilpres'24 jangan pilih Prabowo, apalagi Anies..  #2024PilihGanjarMahfud #IndonesiaUnggul",0,0,0,2,in,1028891478284615682,1718070580023595035,sakitotak3,https://twitter.com/sakitotak3/status/1718296022928220385,henrysubiakto aslilanang2 inti pilpres 24 pilih prabowo anies 2024pilihganjarmahfud indonesiaunggul,neutral,0.9995734095573425,neutral,0.9955524802207947
14,Sat Oct 28 15:03:56 +0000 2023,1718282455248191518,"Singgung Nepotisme, Anies Baswedan : Indonesia Milik Rakyat bukan 1 atau 2 Keluarga  #AniesMuhaimin2024 #pilpres #Pemilu2024  https://t.co/8GISQwryYB",0,1,0,0,in,1504683416314585090,1718282455248191518,disway_id,https://twitter.com/disway_id/status/1718282455248191518,singgung nepotisme anies baswedan indonesia milik rakyat 1 2 keluarga aniesmuhaimin2024 pilpres pemilu2024,neutral,0.9997239708900452,neutral,0.9964983463287354
15,Sat Oct 28 14:53:19 +0000 2023,1718279783589785971,@yunartowijaya Pilpres 2024 yg menang itu kalo gak prabowo ya anies ...ganjar nyalon gubernur lg aja 😊,0,1,0,1,in,1583351819354263552,1718279419012469102,glock20zz,https://twitter.com/glock20zz/status/1718279783589785971,yunartowijaya pilpres 2024 yg menang kalo gak prabowo anies ganjar nyalon gubernur lg aja,neutral,0.9997113347053528,neutral,0.8448222279548645
16,Sat Oct 28 14:45:45 +0000 2023,1718277879518376121,"Mantan Menteri Kelautan dan Perikanan, Susi Pudjiastuti, merespons kabar mengenai dirinya akan bergabung menjadi Tim Pemenangan Nasional (Timnas) pasangan capres-cawapres Anies Baswedan-Muhahimin Iskandar (AMIN) pada Pemilihan Presiden (Pilpres) 2024. https://t.co/0HyO0umy8A",0,0,0,0,in,1592173966311174145,1718277879518376121,RiauNewsCom,https://twitter.com/RiauNewsCom/status/1718277879518376121,mantan menteri laut ikan sus pudjiastuti respons kabar kena gabung tim menang nasional timnas pasang capres cawapres anies baswedan muhahimin iskandar amin pilih presiden pilpres 2024,neutral,0.9997014403343201,neutral,0.9970887303352356
17,Sat Oct 28 14:13:33 +0000 2023,1718269777591013751,@PartaiSocmed @ganjarpranowo @kikysaputrii Setuju. Kek ngapain malah lawan Kiky? Bukannya harusnya lawan Anies dan Prabowo? Malah kayak bukan peserta pilpres kalo lawannya komedian. 🤣,0,5,1,26,in,99950668,1718269012134789185,tafauls,https://twitter.com/tafauls/status/1718269777591013751,partaisocmed ganjarpranowo kikysaputrii tuju kek ngapain lawan kiky lawan anies prabowo kayak pilpres kalo lawan komedian,neutral,0.9993195533752441,negative,0.8436086177825928
18,Sat Oct 28 13:51:48 +0000 2023,1718264302556303640,"@dijedjaya3 @aniesbaswedan @cakimiNOW sampekan ke den bokep,Pemilih prabowo pilpres kmrn..95% ke Anies .eh skrg tmbh NU cak imin 70% menang sdh..NU yaqut,nu gus mus, nu habib lutfi nu yenny wahid paling 20% nan...dr itungan itu..klo ingin menang msuh Amin... .diwajibkan curang scr masive,..klo gak ,..bakalan keok...",0,1,0,0,in,1658405386251296768,1718244846744584396,duniapolitica,https://twitter.com/duniapolitica/status/1718264302556303640,dijedjaya3 aniesbaswedan cakiminow sampek den bokep pilih prabowo pilpres kmrn 95 anies eh skrg tmbh nu cak imin 70 menang sdh nu yaqut nu gus mus nu habib lutfi nu yenny wahid 20 nan dr itungan klo menang msuh amin wajib curang scr masive klo gak keok,negative,0.9932770133018494,negative,0.9678520560264587
19,Sat Oct 28 13:46:08 +0000 2023,1718262877650604533,Purnawirawan TNI-Polri dari FKP3 Dukung Anies di Pilpres 2024 https://t.co/nqZ6ucKtA5,0,0,0,0,in,1541820741699923968,1718262877650604533,RiaupagiSurya,https://twitter.com/RiaupagiSurya/status/1718262877650604533,purnawirawan tni polri fkp3 dukung anies pilpres 2024,neutral,0.9997065663337708,neutral,0.9961214661598206
20,Sat Oct 28 13:45:07 +0000 2023,1718262620594257988,"@DwiFirman442880 @cakimiNOW @savicali sampaikan den bokep,Pemilih prabowo pilpres kmrn..95% ke Anies .eh skrg tmbh NU cak imin 70% menang sdh..NU yaqut,nu gus mus, nu habib lutfi nu yenny wahid paling 20% nan...dr itungan itu..klo ingin menang msuh Amin...diwajibkan curang scr masive,..klo gak ,..bakalan keok...",0,0,0,0,in,1658405386251296768,1718117817864847360,duniapolitica,https://twitter.com/duniapolitica/status/1718262620594257988,dwifirman442880 cakiminow savicali den bokep pilih prabowo pilpres kmrn 95 anies eh skrg tmbh nu cak imin 70 menang sdh nu yaqut nu gus mus nu habib lutfi nu yenny wahid 20 nan dr itungan klo menang msuh amin wajib curang scr masive klo gak keok,negative,0.9831717014312744,negative,0.922435462474823
21,Sat Oct 28 13:38:11 +0000 2023,1718260875050852848,"@DoankWarto @AnakTangsiAD Anies Badwedan tidak cocok dan tidak pantas jadi Presiden Republik Indonesia.  Anies cocoknya jadi presiden negeri KONOHA atau WAKANDA, yg hanya  menawarkan mimpi2 dan halusinasi.  Pilpres adalah ajang kerja nyata terhadap bangsa, bukan ajang MENATA KATA TANPA MAKNA. https://t.co/c3S6OGQtjZ",0,0,0,0,in,1613778783760416768,1718052492389625931,yudiwibowo976,https://twitter.com/yudiwibowo976/status/1718260875050852848,doankwarto anaktangsiad anies badwedan cocok presiden republik indonesia anies cocok presiden negeri konoha wakanda yg tawar mimpi2 halusinasi pilpres ajang kerja nyata hadap bangsa ajang tata makna,neutral,0.9985950589179993,neutral,0.617277204990387
22,Sat Oct 28 13:34:52 +0000 2023,1718260040958877786,"@Paramitha234 Pilpres kali ini: -Deklarasi capres duluan Anies drpd Prabowo. -Daftar ke KPU duluan Anies drpd Prabowo.  Lakok pasukan takut kalah pd nuduh Anies bohong, itu konsepnya gimana?😂😂😂😂",0,0,0,0,in,976708412665864193,1714308318355992580,agusvelocity,https://twitter.com/agusvelocity/status/1718260040958877786,paramitha234 pilpres kali deklarasi capres duluan anies drpd prabowo daftar kpu duluan anies drpd prabowo lakok pasu takut kalah pd nuduh anies bohong konsep gimana,neutral,0.9631237983703613,negative,0.9943028688430786
23,Sat Oct 28 13:12:07 +0000 2023,1718254317432688659,@aniesbaswedan @PKSejahtera @NasDem @DPP_PKB @cakimiNOW Keren banget pak Anies semoga Allah meridhoi anda menjadi presiden Republik Indonesia Insyaallah pasangan Amin (Anies &amp  Muhaimin) Menang di pilpres 2024 Aamiin ya Allah 🤲,0,0,0,0,in,1633890129076158466,1718110511089565957,Adiwiry6957,https://twitter.com/Adiwiry6957/status/1718254317432688659,aniesbaswedan pksejahtera nasdem dpp pkb cakiminow keren banget anies moga allah meridhoi presiden republik indonesia insyaallah pasang amin anies amp muhaimin menang pilpres 2024 aamiin allah,neutral,0.8942893147468567,positive,0.9485713243484497
24,Sat Oct 28 13:03:29 +0000 2023,1718252145089401254,"Lalu siapa? Nasdem mendeklarasikan Anies Baswedan, bukan untuk menang tapi ditujukan untuk menggerogoti suara dari calon yang akan diajukan oleh PDI-P. Ingat yang memilih Prabowo dalam 2 kali pilpres akan tetap memilih dia, pemilih 08 sudah kebentuk"". Internal PDI-P msh ngitung""",0,1,0,0,in,1360992242,1718252142723776805,hsolichin,https://twitter.com/hsolichin/status/1718252145089401254,nasdem deklarasi anies baswedan menang tuju gerogot suara calon aju pdi p pilih prabowo 2 kali pilpres pilih pilih 08 bentuk internal pdi p msh ngitung,neutral,0.9996923208236694,neutral,0.9627130627632141
25,Sat Oct 28 13:03:06 +0000 2023,1718252047957721434,"@cagubnyinyir2 @yyonirudy @0kto71 @268Densur @Aslipriok1973 @Dennysiregar7 Slogan nya, yg penting jangan Anies Baswedan jadi presiden tp dukung Prabowo. Padahal Genk Anies, lihat tuh Nasdem belain Prabowo. Tolak Anies tp dukung Prabowo, sama aja bohong. Lupa pilpres 2019. Ada udang dibalik batu pak cagub. 😂😂",0,0,0,0,in,1543882918992367616,1718228275963785645,AlimMaktour,https://twitter.com/AlimMaktour/status/1718252047957721434,cagubnyinyir2 yyonirudy 0kto71 268densur aslipriok1973 dennysiregar7 slogan nya yg anies baswedan presiden tp dukung prabowo genk anies lihat tuh nasdem bain prabowo tolak anies tp dukung prabowo aja bohong lupa pilpres 2019 udang batu cagub,neutral,0.9534351229667664,negative,0.995445728302002
26,Sat Oct 28 13:02:52 +0000 2023,1718251988507677065,"Selalu ada kabar baik saat mendengar nama Pak Anies, semoga sukses di pilpres mendatang @_BangFu https://t.co/a5p1OJ6Vqh",0,0,0,0,in,1678582240392126464,1718251988507677065,RahmawatiYen21,https://twitter.com/RahmawatiYen21/status/1718251988507677065,kabar dengar nama anies moga sukses pilpres bangfu,neutral,0.9996215105056763,positive,0.6453918814659119
27,Sat Oct 28 12:48:29 +0000 2023,1718248370912002284,@aniesbaswedan @ganjarpranowo Iya pak anies.. sekalian doain pak ganjar biar menang pilpres  dong😁👍,0,0,0,0,in,1186526443569741824,1718131295648469279,ariyfebri1,https://twitter.com/ariyfebri1/status/1718248370912002284,aniesbaswedan ganjarpranowo iya anies doain ganjar biar menang pilpres,neutral,0.9997194409370422,neutral,0.9935179948806763
28,Sat Oct 28 12:36:03 +0000 2023,1718245242544300261,@memelord_666666 Yg publik tahu tentang pilpres 2024 itu pertarungan antara anies - ganjar - prabowo  Padahal aslinya ini pertarungan antara  surya paloh - megawati - jokowi 😹😂,0,2,8,50,in,1583351819354263552,1718244664976035903,glock20zz,https://twitter.com/glock20zz/status/1718245242544300261,memelord 666666 yg publik pilpres 2024 tarung anies ganjar prabowo asli tarung surya paloh megawati jokowi,neutral,0.9997028708457947,neutral,0.9957212209701538
29,Sat Oct 28 12:30:27 +0000 2023,1718243830972174414,"@SantorinisSun yth.den bokep,Pemilih prabowo pilpres kmrn..95% ke Anies .eh skrg tmbh NU cak imin 70% menang sdh..NU yaqut,nu gus mus, nu habib lutfi nu yenny wahid paling 20% nan...dr itungan itu..klo ingin menang msuh Amin....diwajibkan curang scr masive,..klo gak ,..bakalan keok...",0,0,0,1,in,1658405386251296768,1718088830228824162,duniapolitica,https://twitter.com/duniapolitica/status/1718243830972174414,santorinissun yth den bokep pilih prabowo pilpres kmrn 95 anies eh skrg tmbh nu cak imin 70 menang sdh nu yaqut nu gus mus nu habib lutfi nu yenny wahid 20 nan dr itungan klo menang msuh amin wajib curang scr masive klo gak keok,negative,0.9986604452133179,negative,0.9394480586051941
30,Sat Oct 28 12:15:18 +0000 2023,1718240018253418982,"Bapak itu: yang ganas2 pendukung anies Mbak itu: yang ganas2 pendukung ganjar Belom ada yang bilang pendukung prabowo ganas2, mungkin emang pas pilpres besok beliaulah beliaunya",0,0,0,0,in,230376445,1718240018253418982,hnf1798114971,https://twitter.com/hnf1798114971/status/1718240018253418982,ganas2 dukung anies mbak ganas2 dukung ganjar bom bilang dukung prabowo ganas2 emang pas pilpres besok biau beliau,neutral,0.5075583457946777,negative,0.995014488697052
31,Sat Oct 28 12:10:09 +0000 2023,1718238720799985741,"@Kimberley_2024 cari2 maslah..yth. den bokep&amp wowo,Pemilih wowo pilpres kmrn..95% ke Anies,.eh skrg tmbh NU cak imin 70% menang sdh..NU yaqut,nu gus mus, nu habib lutfi nu yenny wahid paling 20% nan...dr itungan itu..klo ingin menang msuh Amin,diwajibkan curang scr masive,.klo gak,.bakalan keok!",0,0,0,1,in,1658405386251296768,1718194730243342712,duniapolitica,https://twitter.com/duniapolitica/status/1718238720799985741,kimberley 2024 cari2 mas yth den bokep amp wowo pilih wowo pilpres kmrn 95 anies eh skrg tmbh nu cak imin 70 menang sdh nu yaqut nu gus mus nu habib lutfi nu yenny wahid 20 nan dr itungan klo menang msuh amin wajib curang scr masive klo gak keok,negative,0.9993529915809631,negative,0.9444940686225891
32,Sat Oct 28 11:59:47 +0000 2023,1718236114757251383,@zomet13 Mau GANJAR atau PRABOWO MEREKA ADALAH SAMA UNTUK MEMECAH BELAH UMAT ISLAM  TERUS PILIHANMU?  Pilpres  Adalah Drama kolosal utk memecah suara Umat. Dlm TIM Ganjar jg Tim Prabowo adalah org yg sama. Mrk Kerjasama. Anies diKeroyok  AYO LAWAN KEMUNAFIKAN AYO LAWAN KKN #FreePalestine https://t.co/W8cTHBcsmJ,0,0,0,0,in,1685962552587780096,1718149975463559606,Nemesis_34N,https://twitter.com/Nemesis_34N/status/1718236114757251383,zomet13 ganjar prabowo pecah belah umat islam pilih pilpres drama kolosal utk pecah suara umat dlm tim ganjar jg tim prabowo org yg mrk kerjasama anies keroyok ayo lawan munafik ayo lawan kkn freepalestine,neutral,0.9985040426254272,neutral,0.5993818044662476
33,Sat Oct 28 11:58:39 +0000 2023,1718235827929797071,"@GunRomli @ganjarpranowo @kikysaputrii ngeles..yth.den bokep,Pemilih prabowo pilpres kmrn..95% ke Anies .eh skrg tmbh NU cak imin 70% menang sdh..NU yaqut,nu gus mus, nu habib lutfi nu yenny wahid paling 20% nan...dr itungan itu..klo ingin menang msuh Amin... .diwajibkan curang scr masive,..klo gak ,..bakalan keok...",0,0,0,2,in,1658405386251296768,1718214466847076492,duniapolitica,https://twitter.com/duniapolitica/status/1718235827929797071,gunromli ganjarpranowo kikysaputrii ngeles yth den bokep pilih prabowo pilpres kmrn 95 anies eh skrg tmbh nu cak imin 70 menang sdh nu yaqut nu gus mus nu habib lutfi nu yenny wahid 20 nan dr itungan klo menang msuh amin wajib curang scr masive klo gak keok,negative,0.998900294303894,negative,0.9204744696617126
34,Sat Oct 28 11:57:18 +0000 2023,1718235490955210892,@VIVAcoid Mau GANJAR atau PRABOWO MEREKA ADALAH SAMA UNTUK MEMECAH BELAH UMAT ISLAM  TERUS PILIHANMU?  Pilpres  Adalah Drama kolosal utk memecah suara Umat. Dlm TIM Ganjar jg Tim Prabowo adalah org yg sama. Mrk Kerjasama. Anies diKeroyok  AYO LAWAN KEMUNAFIKAN AYO LAWAN KKN #FreePalestine https://t.co/HdDrfzD6qZ,0,0,0,0,in,1685962552587780096,1717885378852798484,Nemesis_34N,https://twitter.com/Nemesis_34N/status/1718235490955210892,vivacoid ganjar prabowo pecah belah umat islam pilih pilpres drama kolosal utk pecah suara umat dlm tim ganjar jg tim prabowo org yg mrk kerjasama anies keroyok ayo lawan munafik ayo lawan kkn freepalestine,neutral,0.9900438785552979,neutral,0.9140948057174683
35,Sat Oct 28 11:35:53 +0000 2023,1718230098833535050,"Tapi AMIN harus tetap waspada dengan semua kemungkinan. Pak Anies dan cak Imin harus memberikan perhatian pada siklus pilpres yang riskan, mulai dari TPS hingga pengitungan nasional",0,0,0,0,in,992735968200347649,1718230098833535050,Syaifud30457221,https://twitter.com/Syaifud30457221/status/1718230098833535050,amin waspada anies cak imin perhati siklus pilpres riskan tps pengitungan nasional,neutral,0.9996979236602783,negative,0.6348611116409302
36,Sat Oct 28 11:29:43 +0000 2023,1718228545338810488,"@CNNIndonesia yth. den bokep,...Pemilih prabowo pilpres kmrn..95% ke Anies...eh skrg tmbh NU cak imin 70% menang sdh...NU yaqut,nu gus mus, nu habib lutfi nu yenny wahid paling 20% nan...dr itungan itu..klo ingin menang msuh Amin... .diwajibkan curang scr masive,..klo gak ,..bakalan keok...",0,1,0,3,in,1658405386251296768,1718222216582873285,duniapolitica,https://twitter.com/duniapolitica/status/1718228545338810488,cnnindonesia yth den bokep pilih prabowo pilpres kmrn 95 anies eh skrg tmbh nu cak imin 70 menang sdh nu yaqut nu gus mus nu habib lutfi nu yenny wahid 20 nan dr itungan klo menang msuh amin wajib curang scr masive klo gak keok,negative,0.993698239326477,negative,0.9454269409179688
37,Sat Oct 28 11:28:22 +0000 2023,1718228207168815308,"@kafiradikalis Dunia itu di kuasai ochild famili dari zaman dulu,ga usah di kait kaitkan sm pilpres jg kali,cari tau hary tanoe bisnis ama siapa..?? Anies kuliah di luar negeri temenan ama siapa..??gua bukan bela prabowo,dan gua jg golput buat 2024,dunia udah di kuasai yahudi termasuk pilpres",0,1,4,8,in,1328708861822287877,1718196123893195179,Yadiesupri1,https://twitter.com/Yadiesupri1/status/1718228207168815308,kafiradikalis dunia kuasa ochild famili zaman ga kait kait sm pilpres jg kali cari tau hary tanoe bisnis ama anies kuliah negeri temenan ama gua bela prabowo gua jg golput 2024 dunia udah kuasa yahudi masuk pilpres,negative,0.9879767298698425,negative,0.9227637648582458
38,Sat Oct 28 11:25:35 +0000 2023,1718227506439053772,"@sutanmangara Pemilih prabowo pilpres kmrn..95% ke Anies...eh skrg tmbh NU cak imin 70% menang sdh...NU yaqut,nu gus mus, nu habib lutfi nu yenny wahid paling 20% nan...dr itungan itu..klo ingin menang msuh Amin... .diwajibkan curang scr masive,..klo gak ,..bakalan keok...",0,0,0,0,in,1658405386251296768,1718165574533226584,duniapolitica,https://twitter.com/duniapolitica/status/1718227506439053772,sutanmangara pilih prabowo pilpres kmrn 95 anies eh skrg tmbh nu cak imin 70 menang sdh nu yaqut nu gus mus nu habib lutfi nu yenny wahid 20 nan dr itungan klo menang msuh amin wajib curang scr masive klo gak keok,negative,0.9472517967224121,negative,0.9480899572372437
39,Sat Oct 28 11:23:50 +0000 2023,1718227067211600051,"@duniabulat5 @BangPino__ Pemilih prabowo pilpres kmrn..98 ke Anies...eh skrg tmbh NU cak imin 70% menang sdh...m..nu yaqut,nu gus mus, nu habib lutfi nu yenny wahid paling cuman 20% nan...dr itungan itu..klo ingin menang msuh Amin .diwajibkan curang scr masive,..klo gak bakalan keok...",0,1,0,1,in,1658405386251296768,1718170475061473504,duniapolitica,https://twitter.com/duniapolitica/status/1718227067211600051,duniabulat5 bangpino pilih prabowo pilpres kmrn 98 anies eh skrg tmbh nu cak imin 70 menang sdh m nu yaqut nu gus mus nu habib lutfi nu yenny wahid cuman 20 nan dr itungan klo menang msuh amin wajib curang scr masive klo gak keok,negative,0.9957495927810669,negative,0.9821597933769226
40,Sat Oct 28 11:22:03 +0000 2023,1718226617120780607,"Yang paling mengenaskan dalam pilpres 2024 ini adalah Anies yang tak dianggap sebelah mata, tenggelam dalam pertarungan panas pra-pilpres antara kubu PS-GR-JKW dengan Gama/PDIP. https://t.co/VuDjwI86G5",0,3,2,3,in,967230367685009408,1718226617120780607,ahmedasarlan,https://twitter.com/ahmedasarlan/status/1718226617120780607,enas pilpres 2024 anies anggap belah mata tenggelam tarung panas pra pilpres kubu ps gr jkw gama pdip,neutral,0.9996498823165894,neutral,0.9921876192092896
41,Sat Oct 28 11:21:25 +0000 2023,1718226459981185095,"@ganjarpranowo Pilpres 2024 bukan tentang Ganjar pranowo Mahfud MD bukan tentang Prabowo Subianto Gibran bukan tentang Anies Baswedan Cak Imin, Pemilu 2024 adalah tentang Indonesia di masa depan bagaimana agar Indonesia bisa hidup dalam keadaan yang damai suasana yang tentram suasana yg rukun",0,0,0,1,in,1474943932958068736,1718117209913082327,Mbahhardiman,https://twitter.com/Mbahhardiman/status/1718226459981185095,ganjarpranowo pilpres 2024 ganjar pranowo mahfud md prabowo subianto gibran anies baswedan cak imin milu 2024 indonesia indonesia hidup damai suasana tentram suasana yg rukun,neutral,0.9994913339614868,neutral,0.8649530410766602
